"tconst","averageRating","numVotes"
"tt6598216",6.3,15
"tt6599010",5.8,618
"tt6599482",7,6182
"tt6600112",7.8,32
"tt6600996",9,48
"tt6601072",6.3,22
"tt6601082",5.6,5676
"tt6601950",6.6,402
"tt6603416",6.9,10
"tt6603994",8.6,18
"tt6604494",8.1,36
"tt6605174",8.6,27
"tt6605278",8.2,25
"tt6605346",5.2,178
"tt6605500",8.2,12
"tt6605972",4.1,12
"tt6607182",8.2,14
"tt6607800",7.5,80
"tt6607810",5.8,315
"tt6607832",4.3,21
"tt6608260",7.9,1034
"tt6608812",7.2,6
"tt6609270",6.7,5237
"tt6609568",7.6,40
"tt6609746",8.1,17
"tt6610224",8.2,25
"tt6610396",8.1,9
"tt6610942",6,30
"tt6611016",7.5,8
"tt6611066",7.5,15
"tt6611176",7.2,40
"tt6611314",7.4,20
"tt6611700",7,8
"tt6611916",8.3,50127
"tt6612542",8.6,13
"tt6612866",9,35
"tt6613034",6.4,209
"tt6613226",5.7,31
"tt6613246",5.4,35
"tt6614608",8.7,24
"tt6614880",8.6,11
"tt6614912",8.8,6
"tt6614936",8.8,24
"tt6614988",3.4,5
"tt6615018",9.1,13
"tt6615662",9,7
"tt6616012",8.4,85
"tt6616106",6.9,21
"tt6616226",5.8,8
"tt6616260",7.3,11945
"tt6618490",6.9,11
"tt6618728",7,67
"tt6619354",5.8,8
"tt6619592",7.5,159
"tt6619648",6,7
"tt6619704",7.7,7
"tt6620122",7.4,8
"tt6620332",6.7,9
"tt6620620",7.7,2306
"tt6620876",8.2,89
"tt6621102",7.4,87
"tt6621976",7.5,132
"tt6622082",7.2,13
"tt6622316",6.8,745
"tt6623510",8.7,27
"tt6623526",6.8,5
"tt6623682",7.1,2994
"tt6623974",5.8,16
"tt6623990",9.1,36
"tt6624166",5.7,30
"tt6624434",8.4,27
"tt6625452",6.6,84
"tt6626402",4.5,29
"tt6626676",6.6,539
"tt6627624",8.4,16
"tt6627636",8.4,8
"tt6628438",7.4,399
"tt6628886",9.2,11
"tt6629564",7.3,20
"tt6631436",5.3,47
"tt6631492",7.1,9
"tt6631966",6.3,191
"tt6632308",6.3,153
"tt6632666",7.6,13785
"tt6633024",7.3,134
"tt6633078",8.4,94
"tt6633152",7,86
"tt6633724",8.9,11
"tt6634000",9.2,84
"tt6634418",8.1,19
"tt6634534",9,8
"tt6634636",6.6,12
"tt6634766",6.5,17
"tt6634788",6.2,18
"tt6634938",7.7,24
"tt6635716",5.7,32
"tt6635810",5.7,274
"tt6636246",7.1,1963
"tt6637480",7.5,12
"tt6638426",9.2,7
"tt6639066",6.9,616
"tt6640408",5.7,7
"tt6640444",8.3,105
"tt6641020",3,8
"tt6641530",5.9,23
"tt6642546",9.1,31
"tt6642690",7.6,46
"tt6643758",8.7,71
"tt6644070",5.2,160
"tt6644148",8.2,6
"tt6645412",5.3,106
"tt6645582",6.2,610
"tt6645602",7.1,216
"tt6646732",7.5,11
"tt6647016",7.1,657
"tt6647212",6.4,98
"tt6647236",6.8,29
"tt6647696",6.2,260
"tt6647718",7.5,31
"tt6649076",8.4,52
"tt6649162",6.6,14
"tt6649548",7.2,10
"tt6649682",8.2,109
"tt6649894",8.4,19
"tt6650508",9,486
"tt6651582",3.3,14
"tt6652932",7.6,8
"tt6653148",7.4,16
"tt6654118",5.1,63
"tt6654174",8.3,12
"tt6656238",6.3,39408
"tt6657860",5,19
"tt6658720",7.1,5521
"tt6659572",5.9,87
"tt6659624",5.6,256
"tt6659798",7.7,12
"tt6659882",7.9,230
"tt6659956",7.6,12
"tt6660060",7.1,7
"tt6661262",7.9,11
"tt6662376",7.6,10
"tt6662498",5.4,15
"tt6662728",5.3,599
"tt6662744",8.8,386
"tt6662910",8.5,10
"tt6663158",4.1,19
"tt6663476",4.1,475
"tt6663688",6.9,212
"tt6664172",8.1,22
"tt6664486",5.7,57
"tt6664596",6.7,49
"tt6664704",7.2,847
"tt6665062",7.8,40
"tt6665130",8.3,9
"tt6665240",7.2,8
"tt6665406",6,72
"tt6665808",5.1,174
"tt6665992",7.6,21
"tt6666218",8,486
"tt6666492",8,50
"tt6666952",7.3,37
"tt6666966",8.1,1308
"tt6667482",8,26
"tt6667634",7.7,319
"tt6668854",5.5,37
"tt6670018",7.1,33
"tt6671236",5.7,9
"tt6672370",4.2,77
"tt6672568",8.1,93
"tt6672786",4.6,13
"tt6673388",5.7,16
"tt6673488",8.2,22
"tt6674060",5.5,23
"tt6674310",7.5,106
"tt6674356",8.3,130
"tt6675012",3.4,11
"tt6675082",6.3,19
"tt6675542",7.7,39
"tt6675556",6.7,265
"tt6676734",4.9,62
"tt6676884",7,304
"tt6678220",9.4,49
"tt6678852",7.6,23
"tt6678954",8.5,20
"tt6679444",7.2,65
"tt6679712",7.5,20
"tt6680048",6.7,10
"tt6680212",2.3,11
"tt6680294",8.6,12
"tt6681686",6.7,1010
"tt6681866",5.1,8
"tt6682046",7.4,22
"tt6682058",7.2,78
"tt6682194",7.1,28
"tt6682226",6.2,56
"tt6682284",8.4,10
"tt6682492",8.9,16
"tt6682658",8.2,5
"tt6682760",5.1,111
"tt6683098",8,12
"tt6683918",8.1,67
"tt6684082",7.8,421
"tt6684180",8.8,31
"tt6684538",6.8,47
"tt6684640",7,32
"tt6685272",8.7,1739
"tt6685994",7.1,106
"tt6686242",6.2,19
"tt6686610",7.3,10
"tt6686714",6.6,9
"tt6686716",7,10
"tt6687536",8.4,9
"tt6687780",8.8,9
"tt6688280",7.8,7
"tt6688528",6.6,9
"tt6688750",6.8,1195
"tt6688992",7.3,12
"tt6689114",6.6,50
"tt6691444",7.1,22
"tt6692188",7.8,19557
"tt6692266",7.6,9
"tt6692956",7.3,495
"tt6692966",6.1,14
"tt6693018",8,32
"tt6693108",8.1,22
"tt6693154",6.5,953
"tt6695306",7.9,11
"tt6696736",7.5,857
"tt6696750",4.2,10
"tt6697116",8,54
"tt6697244",4.5,22
"tt6697296",7.4,46
"tt6699206",8.2,5
"tt6701088",7.8,10
"tt6701724",5.7,17
"tt6703344",6.2,256
"tt6703348",6.3,55
"tt6703494",9.2,37
"tt6703498",6.8,33
"tt6703780",6.2,151
"tt6704002",7.7,9
"tt6704696",6.5,15
"tt6705150",5.3,9
"tt6705232",7.5,25
"tt6705418",7.6,31
"tt6705528",7.7,12
"tt6705808",8.2,23
"tt6706080",4.9,49
"tt6706632",7.1,17
"tt6706640",6.8,18
"tt6706818",7.4,333
"tt6706994",8.5,7
"tt6707168",9.7,23
"tt6708260",7,2942
"tt6708974",3.4,7
"tt6709510",4.6,9
"tt6709974",6.5,23
"tt6710056",6.9,79
"tt6710448",8.2,126
"tt6710454",7.1,1654
"tt6710480",7.8,131
"tt6710612",8.3,110
"tt6710836",6.6,1086
"tt6712476",6.8,3810
"tt6713160",7.2,34
"tt6713440",7.2,29
"tt6713768",7.1,111
"tt6714178",6.9,13
"tt6714302",6.8,11
"tt6714408",4.9,419
"tt6714616",8.3,83
"tt6714994",6.8,10
"tt6715096",9.1,9
"tt6715172",6.2,182
"tt6716256",4.9,291
"tt6716552",6.2,6
"tt6716878",6.9,13
"tt6717030",7.5,14
"tt6717058",7.2,748
"tt6717240",3.6,24
"tt6717298",7,6
"tt6717648",9.8,6
"tt6719646",8,27
"tt6719962",6,502
"tt6720108",8.5,20
"tt6720112",3.9,9
"tt6720154",7.8,6013
"tt6720734",7.8,106
"tt6722128",8.7,10
"tt6722442",8.1,21
"tt6722604",5.9,265
"tt6722878",6.5,8
"tt6722884",8.1,23
"tt6722926",7.7,837
"tt6723012",3.9,75
"tt6723402",7.8,96
"tt6723412",7.6,6
"tt6723478",9.3,15
"tt6723522",8.8,1659
"tt6724368",7.8,11466
"tt6724400",8.1,12
"tt6725736",7.6,48
"tt6726668",4.1,8
"tt6727310",8.2,10
"tt6727424",8.5,18
"tt6728912",9.5,191
"tt6730152",7.4,146
"tt6731308",6,69
"tt6731528",7.1,19
"tt6731556",8.8,39
"tt6731872",3.2,13
"tt6732202",7.6,9
"tt6732214",7.6,9
"tt6733322",5.4,65
"tt6735466",6.8,215
"tt6736664",7.8,7
"tt6736832",4.4,71
"tt6736858",8.1,77
"tt6738096",6.1,12
"tt6738600",6.8,196
"tt6739114",7.5,10
"tt6739248",5,31
"tt6739550",2.4,122
"tt6740146",7.5,3194
"tt6740148",7.1,74
"tt6740188",7.3,269
"tt6740234",8.6,204
"tt6740326",6.4,14
"tt6740426",5.3,13
"tt6740738",8.4,146
"tt6740802",8,10
"tt6741278",8.7,155514
"tt6741388",4.1,21
"tt6742348",7.5,562
"tt6742518",7.3,18
"tt6742608",9.3,10
"tt6742610",6.8,153
"tt6743320",8.4,26
"tt6743464",7.7,48
"tt6743488",7.6,273
"tt6743832",5.5,483
"tt6744198",3.8,150
"tt6744266",8,53
"tt6744324",5.5,10
"tt6745000",7.9,13
"tt6745002",7.3,66
"tt6747320",7.3,14
"tt6748240",7.4,14
"tt6748366",4.5,173
"tt6748372",7.3,94
"tt6749344",6.2,113
"tt6749558",8.2,94
"tt6749790",8.6,9
"tt6749864",7.3,8
"tt6750772",8,8
"tt6750972",6.1,7
"tt6751440",8,11
"tt6752226",4.6,30
"tt6752834",8.4,10
"tt6753224",7.2,17
"tt6753480",7.2,105
"tt6753758",8,61
"tt6754162",5.8,904
"tt6754410",4.8,34
"tt6754920",8.9,9
"tt6755100",7.5,6
"tt6755666",7.6,39
"tt6755668",7.1,124
"tt6755926",6.9,1083
"tt6756454",5.1,104
"tt6756488",7.1,169
"tt6756704",6.9,2792
"tt6757198",4.7,31
"tt6757506",4.4,15
"tt6757628",7.7,12
"tt6757816",8.8,106
"tt6760302",7.6,12
"tt6761836",7.8,23
"tt6762348",7.2,1529
"tt6762362",8.9,10
"tt6762686",5.9,17
"tt6762986",6.2,49
"tt6763304",7.7,57
"tt6763662",4.2,17
"tt6764066",7,8
"tt6765378",7.5,12
"tt6765572",6.7,7
"tt6765658",7.9,196
"tt6767048",5.5,59
"tt6767882",7.2,65
"tt6767930",7.8,8
"tt6768550",8.2,30
"tt6768600",7.1,1611
"tt6768630",7.6,26
"tt6768634",5.7,844
"tt6769236",6.2,156
"tt6769414",6.5,6
"tt6769592",8.6,159
"tt6769956",9.1,171
"tt6770148",6.8,1155
"tt6771782",8.5,13
"tt6771842",8.8,26
"tt6771876",6.7,9
"tt6772114",7.2,442
"tt6772306",8.8,7
"tt6772312",8,8
"tt6772336",5.7,279
"tt6772456",8.3,30
"tt6772530",7.5,8
"tt6772826",3.4,1204
"tt6772970",7.3,12
"tt6773062",7.5,10
"tt6774098",7.3,34
"tt6774544",7.6,335
"tt6775386",1.2,109
"tt6775794",5.4,1185
"tt6775816",5.2,799
"tt6776002",8,17
"tt6776162",8.4,45
"tt6776280",7,35
"tt6776944",7.2,55
"tt6777074",6.3,832
"tt6777360",8.1,98
"tt6777614",6,11
"tt6778132",6.4,21
"tt6778324",7.7,70
"tt6779076",5.4,2392
"tt6779398",8.8,13
"tt6780044",6.4,11
"tt6780368",7.8,10
"tt6780532",7.9,9
"tt6780976",9.2,61
"tt6781080",9,7
"tt6782014",8.2,3922
"tt6782032",9,11
"tt6782116",7.7,17
"tt6782460",5.9,10
"tt6782570",8.7,9
"tt6784472",6.5,27
"tt6785194",7.2,353
"tt6786070",9.4,290
"tt6786230",9.2,13
"tt6786518",8.1,403
"tt6787446",8.2,8
"tt6787748",8.2,5
"tt6788544",8,11
"tt6788644",6.4,5
"tt6788732",8.3,35
"tt6788748",7.6,625
"tt6790222",8.2,73
"tt6790682",6.9,27
"tt6791768",7.6,111
"tt6791846",6.3,59
"tt6792528",9.7,12
"tt6792556",8,11
"tt6792642",8.3,74
"tt6792644",5.8,112
"tt6792650",7.7,133
"tt6792654",6.7,8
"tt6792660",8.4,9
"tt6792912",6.5,74
"tt6793058",7.7,16
"tt6793448",8.1,58
"tt6793492",8.9,7
"tt6793864",8.2,11
"tt6794192",4.2,10
"tt6794258",6,19
"tt6794426",7.4,17
"tt6794444",9.2,20
"tt6794972",6.3,8
"tt6794990",7.2,16449
"tt6795022",8.3,11
"tt6795408",9.8,12
"tt6795580",3.1,166
"tt6795740",6,5
"tt6796050",8.3,20
"tt6797220",8.1,32
"tt6797256",8.8,10
"tt6798964",7.5,99
"tt6799638",8.1,237
"tt6800294",6.9,2358
"tt6800368",8.8,16
"tt6800590",5,48
"tt6800598",9,5
"tt6801994",5.8,12
"tt6803718",8.8,47
"tt6805750",8.5,7
"tt6805798",7.9,22
"tt6805820",8,16
"tt6805870",6.7,67
"tt6806420",7.6,49
"tt6806434",8.7,16
"tt6806928",7.6,54
"tt6807106",6.3,116
"tt6807442",6.5,1520
"tt6807662",6.5,4775
"tt6808122",5.1,24
"tt6808314",7.5,55
"tt6809396",7.8,1067
"tt6809798",8.1,19
"tt6810096",8.1,17
"tt6810856",8,9
"tt6810930",5,220
"tt6810962",7.6,66
"tt6810984",8.1,11
"tt6811230",3.6,10
"tt6811236",7,9558
"tt6812070",7.4,57
"tt6812092",4.7,14
"tt6812106",7.3,52
"tt6812120",6.6,51
"tt6812166",7.7,11
"tt6812256",7.8,70
"tt6812456",6.2,317
"tt6813234",2.4,10
"tt6813314",5.6,166
"tt6814062",7.5,23
"tt6814144",7.5,90
"tt6814146",6.8,44
"tt6814398",7.4,17
"tt6815004",4.8,25
"tt6815100",8.2,6
"tt6815600",6.6,11
"tt6815790",6.2,11
"tt6816464",8.5,7
"tt6817316",9,8
"tt6817722",7.9,11
"tt6818950",7.4,19
"tt6818976",6.4,39
"tt6819032",7.3,11
"tt6819260",6.2,139
"tt6819302",7.5,23
"tt6819566",9.2,11
"tt6819584",8.9,16
"tt6819600",7.6,73
"tt6819698",8.4,115
"tt6819788",5.6,182
"tt6820604",8.3,13
"tt6821038",8.5,7
"tt6821540",7.3,422
"tt6821622",6.4,51
"tt6822170",5.9,69
"tt6822552",8.3,74
"tt6823138",7.4,627
"tt6824066",8.7,29
"tt6824070",7.8,8
"tt6824234",8.1,7633
"tt6824350",7.6,374
"tt6826108",6.7,302
"tt6826674",5.8,16
"tt6827974",7.1,8
"tt6828762",8.1,21
"tt6829532",7.4,55
"tt6830318",4.7,243
"tt6831074",5.2,8
"tt6831118",4.8,7
"tt6831924",3.6,27
"tt6832482",5.6,31
"tt6832518",3.4,31
"tt6832736",7.6,8
"tt6832964",7.6,7
"tt6832982",6.8,8
"tt6833396",5.9,192
"tt6833398",7.4,263
"tt6833416",6.1,43
"tt6833594",5.9,9
"tt6833910",7.1,59
"tt6834070",7,369
"tt6834076",8.1,337
"tt6834120",7.4,269
"tt6834318",8.6,15
"tt6835302",8.9,18
"tt6837396",7.9,12
"tt6838228",8,64
"tt6838464",8.9,22
"tt6838596",8.4,13
"tt6839462",6.9,11
"tt6839504",2.9,157
"tt6839538",7,312
"tt6839788",7.5,13525
"tt6839966",7.3,51
"tt6840014",7.2,928
"tt6840090",5,79
"tt6840106",6.7,502
"tt6840134",7.5,5076
"tt6840146",7.5,22
"tt6840500",6.2,18
"tt6840750",6.4,21
"tt6841036",8.2,11
"tt6841708",3.9,16
"tt6842116",7.9,161
"tt6842242",5.8,40
"tt6842794",8.1,29
"tt6842890",3.5,47
"tt6843374",7.6,5
"tt6843558",7.5,1154
"tt6843654",8.6,73
"tt6843994",7.3,441
"tt6844136",7.1,106
"tt6844412",8.5,24
"tt6845418",5.5,62
"tt6845420",7.8,69
"tt6845422",4.3,21
"tt6845424",6.6,108
"tt6845434",6,26
"tt6846022",7.8,39
"tt6846190",6.2,60
"tt6846846",3.7,250
"tt6846982",7.3,55
"tt6847436",6,127
"tt6848378",7.4,208
"tt6848578",7.1,191
"tt6848664",9,28
"tt6849020",9.1,42
"tt6849456",6,34
"tt6849670",7.1,338
"tt6849726",3.1,2062
"tt6849940",3.8,1257
"tt6849952",6.9,10
"tt6849980",8.8,231
"tt6850226",6.3,16
"tt6850842",8.9,134
"tt6850906",9,23
"tt6850980",5.9,172
"tt6851202",4.9,99
"tt6851440",3.7,35
"tt6851660",5.8,35
"tt6852056",8.5,12
"tt6852266",6.6,75
"tt6852424",1.7,7
"tt6852582",7.7,62
"tt6852910",8.7,15
"tt6853136",4.3,14
"tt6853288",4.3,48
"tt6854126",8,10
"tt6855804",9,8
"tt6856120",7.6,7
"tt6856248",8.7,11
"tt6856300",6.2,9
"tt6856484",6.2,5366
"tt6856620",5.1,311
"tt6856740",8.7,7
"tt6856790",6.3,61
"tt6856870",8.5,18
"tt6856936",9.4,8
"tt6856948",7.2,97
"tt6857090",5,35
"tt6857116",7.9,390
"tt6858290",5,8
"tt6858404",6.2,224
"tt6858726",7.6,55
"tt6858796",7,5
"tt6859148",7.5,1162
"tt6859260",7.5,1298
"tt6860634",7.9,69
"tt6860792",5.9,77
"tt6862556",8.1,13
"tt6862704",7.9,22
"tt6862736",6,23
"tt6863122",5.6,7
"tt6863766",4.5,67
"tt6864084",5.9,9
"tt6864366",8.2,11
"tt6864602",7.4,1123
"tt6865042",6.7,24
"tt6865096",3.4,12
"tt6865102",8.9,9
"tt6865906",7.5,636
"tt6866070",7.6,52
"tt6866914",6.7,87
"tt6867310",5.5,6
"tt6868278",8.4,1802
"tt6868400",5.7,11
"tt6868774",6.6,111
"tt6868820",6.9,204
"tt6869560",7.4,12
"tt6870174",6,7
"tt6872340",8.2,30
"tt6873628",5.8,15
"tt6873658",8,36467
"tt6873880",6.1,121
"tt6873926",5.6,2134
"tt6873938",8.8,5
"tt6874010",5.6,10
"tt6874206",7.9,1614
"tt6874502",5.5,1389
"tt6874504",7.3,82
"tt6874900",8.7,25
"tt6876558",7.1,16
"tt6876888",7.8,26
"tt6877136",8,10
"tt6877370",7.7,73
"tt6877376",8.3,28
"tt6877720",5.8,96
"tt6877772",8.1,31996
"tt6878036",7.2,10
"tt6878124",7.1,12
"tt6878314",8,9
"tt6879418",5.8,10
"tt6881158",7.7,1519
"tt6881870",6.8,2965
"tt6882190",7,29
"tt6882202",5.8,850
"tt6882420",7.5,10
"tt6883044",8.7,6827
"tt6883560",8.7,24
"tt6884080",7.2,9
"tt6884318",5,61
"tt6884334",8.1,7
"tt6884636",4,24
"tt6884768",7,21
"tt6885366",6.9,137
"tt6886010",9.2,26
"tt6886232",8,7
"tt6887312",7.9,8
"tt6888294",6.5,22
"tt6888900",8.4,12
"tt6889072",7.6,840
"tt6889118",7.3,17
"tt6889310",8.7,44
"tt6889342",8.2,11
"tt6889560",8.2,5
"tt6890006",7.9,7
"tt6890566",6,30
"tt6890772",7.1,193
"tt6890994",5.4,19
"tt6893198",5.9,58
"tt6893402",7.8,13
"tt6893996",6.8,10
"tt6894020",6.4,79
"tt6896118",6.1,77
"tt6896342",5.9,10
"tt6896488",6.8,39
"tt6896956",4.6,106
"tt6896960",6.1,21
"tt6897014",7,43
"tt6897680",6.6,1315
"tt6898088",8.4,9
"tt6898288",7.5,299
"tt6898698",6.3,306
"tt6898970",6.8,8520
"tt6899028",5.8,12
"tt6899196",7.2,47
"tt6899650",8.7,7
"tt6900278",8.5,98
"tt6900284",6.8,31
"tt6901486",5.3,305
"tt6902054",9.4,21
"tt6902652",4.1,274
"tt6903080",8.4,104
"tt6903214",8,37
"tt6903222",7.8,238
"tt6903230",7.8,475
"tt6903232",9.7,15
"tt6903256",6.1,28
"tt6903284",5.9,13813
"tt6903852",6.5,54
"tt6904118",5.2,306
"tt6904166",8.3,162
"tt6904882",6.8,33
"tt6905458",8.1,2482
"tt6905468",5,206
"tt6905508",3.8,163
"tt6905542",8.4,26033
"tt6905686",7.1,44830
"tt6905756",8,8105
"tt6906110",8.5,373
"tt6906130",7.6,13
"tt6907788",6.4,116
"tt6907800",8.9,15
"tt6908172",7.3,29
"tt6908854",8.2,207
"tt6908976",4.6,2093
"tt6909762",6.9,40
"tt6910040",4.8,18
"tt6910676",7,138
"tt6911294",8.6,11
"tt6911480",4.8,13
"tt6911516",5.4,657
"tt6912356",7.3,540
"tt6912372",7,85
"tt6913186",6.3,36
"tt6913288",6.6,100
"tt6913704",8.2,12
"tt6913880",8.5,98
"tt6914160",7.8,346
"tt6914548",8.4,27
"tt6914632",3.4,9
"tt6914756",6.2,32
"tt6914770",6,71
"tt6916086",6.5,168
"tt6916096",7,12
"tt6916746",7.5,5687
"tt6917064",6.8,98
"tt6917192",6.1,125
"tt6917250",7.6,278
"tt6917254",6.2,809
"tt6917384",7.3,10
"tt6917392",4.8,6
"tt6917404",6.7,6
"tt6917630",7.4,29
"tt6918180",6.3,316
"tt6918226",5.9,18
"tt6918342",5.9,46
"tt6918744",7.8,61
"tt6919666",8.5,124
"tt6920400",7,93
"tt6921490",7.4,27
"tt6921882",7.2,882
"tt6922592",8.6,21
"tt6922826",8.1,542
"tt6923506",7.3,10
"tt6923968",5.9,296
"tt6925076",7.7,45
"tt6925122",9,6
"tt6925144",6.7,14
"tt6925452",7.3,40
"tt6926280",6.7,23
"tt6926374",5.8,148
"tt6926440",7.7,18
"tt6927348",1.1,34
"tt6927444",7.3,251
"tt6927664",8.2,10
"tt6928052",7.2,2340
"tt6928532",4.9,124
"tt6928560",7.8,24
"tt6929738",5.6,27
"tt6931068",5.8,15
"tt6931266",4.4,153
"tt6931466",6.7,149
"tt6931486",7.4,413
"tt6931492",7.2,19
"tt6931558",8,12
"tt6931604",5.9,137
"tt6931998",2.9,49
"tt6932166",7.7,14
"tt6932170",7.3,51
"tt6932244",7.6,40578
"tt6932632",7.2,69
"tt6932976",7.4,98
"tt6933020",7.5,21
"tt6933124",8.6,92
"tt6934964",6.8,604
"tt6935610",2.3,20
"tt6935870",7.2,22
"tt6936670",5.9,22
"tt6936928",5.2,114
"tt6937242",6.5,357
"tt6938042",5.7,17
"tt6938094",6.6,122
"tt6938308",8.4,12
"tt6938394",7.1,112
"tt6940730",8.2,196
"tt6941630",7.3,177
"tt6941680",7.9,7
"tt6941966",4.5,34
"tt6941980",5.6,711
"tt6942048",6.7,4098
"tt6942232",7,11
"tt6942506",6.9,28
"tt6942572",3.9,72
"tt6942700",7.7,28
"tt6943230",5.9,14
"tt6943298",6.7,756
"tt6943836",8.3,10
"tt6944052",5.1,76
"tt6945582",1.9,11
"tt6945672",6,26
"tt6945722",1,7
"tt6946210",7.4,9
"tt6946516",7.2,6
"tt6946548",7.6,5
"tt6946572",8.6,37
"tt6946620",7.3,24
"tt6946742",8.6,21
"tt6946744",7.9,13
"tt6946746",7.8,38
"tt6946822",8.3,7
"tt6946830",7,11
"tt6946982",7.5,12
"tt6946984",8,23
"tt6947200",8.8,6
"tt6949478",5.5,701
"tt6949556",7.8,26
"tt6949590",7.2,77
"tt6949880",7.4,7
"tt6950460",7,29
"tt6950466",8.7,104
"tt6950510",4.9,29
"tt6950542",7.7,16
"tt6950604",7.5,50
"tt6951008",7.5,8
"tt6951510",7.9,12
"tt6951546",7.8,3597
"tt6951582",7.7,12
"tt6951636",8.3,10
"tt6951686",6.6,36
"tt6951906",4.6,5
"tt6952044",8.1,15
"tt6952314",9.2,9
"tt6952532",7.6,17
"tt6952552",1.9,15
"tt6953514",7.9,17
"tt6953622",7,10
"tt6953644",6.5,49
"tt6953646",6.4,17
"tt6953810",8,22
"tt6953906",7.8,40
"tt6953910",8.6,27
"tt6953926",6.5,92
"tt6953938",8.1,23
"tt6953954",6.8,28
"tt6954012",6.8,16
"tt6954040",8.4,10
"tt6954494",7.1,11
"tt6954524",7.1,106
"tt6954598",7.8,11
"tt6954646",7.7,9
"tt6955844",7.7,8
"tt6956440",8,29
"tt6956576",5.2,382
"tt6957142",6.9,72
"tt6957316",6.9,532
"tt6958122",7.2,17
"tt6958450",7,61
"tt6958494",7.6,16
"tt6958538",8.3,10
"tt6958600",6.2,43
"tt6958620",8.2,20
"tt6958746",8.2,11
"tt6958994",8.2,18
"tt6959064",3.3,531
"tt6959104",8,8
"tt6959438",7,119
"tt6959444",6,10
"tt6959492",7.2,18
"tt6959502",7.2,15
"tt6959608",7.4,134
"tt6961294",6,9
"tt6961912",7.8,30
"tt6961936",8,16
"tt6962688",7.6,13
"tt6963178",8,22
"tt6963268",7.4,7
"tt6963328",7.5,46
"tt6963502",3.7,105
"tt6963504",8.7,2980
"tt6963508",8.3,60
"tt6963808",6.4,20
"tt6963810",8,178
"tt6964362",7,17
"tt6964528",7.6,37
"tt6964748",7.5,15867
"tt6964914",5.8,7
"tt6965802",6.8,3274
"tt6966076",7,16
"tt6966122",6.4,113
"tt6966758",4.8,354
"tt6966882",5.7,8
"tt6967734",8.9,10
"tt6968336",6.3,322
"tt6968492",6.8,379
"tt6968544",9,16
"tt6968586",7.6,95
"tt6969506",8.1,43
"tt6969994",7.3,189
"tt6970002",7.4,29
"tt6970398",7.5,141
"tt6970430",4,22
"tt6970600",7.2,29
"tt6970636",7.5,31
"tt6970690",7.2,862
"tt6970700",7.4,5471
"tt6970878",8.8,9
"tt6971018",6.9,7
"tt6971046",5.1,17
"tt6971052",7.6,83
"tt6971054",5.9,512
"tt6971264",4.5,261
"tt6971314",6.8,6
"tt6971382",4.4,29
"tt6972022",7.4,8
"tt6972676",8.6,12
"tt6973460",2.7,258
"tt6973630",7.6,84
"tt6973660",7.8,5
"tt6973740",7.1,88
"tt6973752",6.5,20
"tt6974208",8.2,10
"tt6974330",8.5,16
"tt6974706",7.1,199
"tt6974848",6.7,193
"tt6974890",7.5,183
"tt6975960",7.9,64
"tt6975998",6,112
"tt6976178",7.5,83
"tt6976544",6.4,37
"tt6976974",8.2,25
"tt6977146",5.5,133
"tt6977654",9.6,7
"tt6977698",8.7,40
"tt6978870",7.5,1012
"tt6979188",7.6,47
"tt6979802",7.7,14
"tt6980136",6.6,15
"tt6980438",7.7,1365
"tt6980908",8.3,9
"tt6982080",8.3,27
"tt6982472",8.5,634
"tt6982532",7.8,26
"tt6982604",9,1095
"tt6983520",7.5,884
"tt6983760",7.2,7
"tt6984028",9.3,183
"tt6984092",8.5,12
"tt6984442",4.3,26
"tt6985144",7.8,49
"tt6986020",8.1,7
"tt6986816",9,35
"tt6987476",7.3,4693
"tt6987784",7.4,13
"tt6987788",7.4,5159
"tt6987940",3.8,100
"tt6987966",7.5,2346
"tt6988884",7.7,29
"tt6988910",5.8,10
"tt6991286",6.7,9
"tt6991802",5.1,10
"tt6991808",9,6
"tt6992418",7.8,284
"tt6992876",6.9,283
"tt6992922",4.1,15
"tt6993026",4.3,25
"tt6993190",7.9,18
"tt6994156",7.8,12573
"tt6994164",4,15
"tt6994648",7,110
"tt6994700",6.5,89
"tt6995958",7.1,114
"tt6997450",5.2,64
"tt6997764",7,19
"tt6997846",8.6,106
"tt6998144",7.7,23
"tt6998202",6.4,181
"tt6998260",6.8,13
"tt6998388",7.7,7
"tt6999698",8,9
"tt7000380",5.7,28
"tt7000562",7.8,12
"tt7001132",6.6,29
"tt7001136",6.6,186
"tt7001196",9.2,453
"tt7001200",7.4,20
"tt7002326",6.4,7
"tt7003306",9,11
"tt7003504",8.8,9
"tt7003842",8.9,10
"tt7004970",4.7,46
"tt7005048",7.4,55
"tt7005104",8.4,20
"tt7005636",7.8,3026
"tt7005902",8.1,44
"tt7006640",7.8,10
"tt7006666",5.1,148
"tt7006818",7.8,38
"tt7007236",7.8,10
"tt7007310",5.5,85
"tt7007784",7.4,21
"tt7008682",7.4,25861
"tt7008738",9.1,9
"tt7010596",8.8,13
"tt7010622",6.5,938
"tt7011370",8,4269
"tt7012618",6,27
"tt7013126",8.5,67
"tt7015092",4.3,7
"tt7015502",6.8,138
"tt7015512",5.6,8
"tt7015840",8.2,11
"tt7016024",8.6,14
"tt7016256",5,82
"tt7016936",8.1,125255
"tt7017362",5.8,113
"tt7017420",8.3,20
"tt7018306",9,44
"tt7018344",4.6,34
"tt7018644",6.6,6229
